2025-12-07 09:14:51;1670
2025-12-07 09:14:52;1670
2025-12-07 09:14:52;1670
2025-12-07 09:14:53;1670
2025-12-07 09:14:54;1670
2025-12-07 09:14:55;1670
2025-12-07 09:14:55;1670
2025-12-07 09:14:56;1670
2025-12-07 09:14:56;1670
2025-12-07 09:14:57;1670
2025-12-07 09:14:58;1670
2025-12-07 09:14:58;1670
2025-12-07 09:14:59;1674
2025-12-07 09:14:59;1672
2025-12-07 09:15:00;1672
2025-12-07 09:15:01;1670
2025-12-07 09:15:02;1670
2025-12-07 09:15:03;1667
2025-12-07 09:15:03;1667
2025-12-07 09:15:04;1671
2025-12-07 09:15:05;1671
2025-12-07 09:15:06;1671
2025-12-07 09:15:07;1672
2025-12-07 09:15:08;1673
2025-12-07 09:15:08;1670
2025-12-07 09:15:09;1673
2025-12-07 09:15:10;1670
2025-12-07 09:15:11;1671
2025-12-07 09:15:12;1671
2025-12-07 09:15:12;1671
2025-12-07 09:15:13;1674
2025-12-07 09:15:14;1674
2025-12-07 09:15:15;1674
2025-12-07 09:15:16;1674
2025-12-07 09:15:17;1671
2025-12-07 09:15:18;1671
2025-12-07 09:15:19;1671
2025-12-07 09:15:19;1671
2025-12-07 09:15:20;1671
2025-12-07 09:15:21;1671
2025-12-07 09:15:22;1671
2025-12-07 09:15:23;1671
2025-12-07 09:15:23;1671
2025-12-07 09:15:24;1671
2025-12-07 09:15:25;1669
2025-12-07 09:15:26;1669
2025-12-07 09:15:26;1672
2025-12-07 09:15:27;1672
2025-12-07 09:15:28;1672
2025-12-07 09:15:29;1672
2025-12-07 09:15:30;1672
2025-12-07 09:15:31;1672
2025-12-07 09:15:31;1672
2025-12-07 09:15:32;1672
2025-12-07 09:15:33;1672
2025-12-07 09:15:34;1672
2025-12-07 09:15:35;1672
2025-12-07 09:15:36;1672
2025-12-07 09:15:36;1672
2025-12-07 09:15:37;1672
2025-12-07 09:15:38;1672
2025-12-07 09:15:39;1672
2025-12-07 09:15:40;1672
2025-12-07 09:15:40;1672
2025-12-07 09:15:41;1672
2025-12-07 09:15:42;1672
2025-12-07 09:15:43;1672
2025-12-07 09:15:44;1672
2025-12-07 09:15:44;1672
2025-12-07 09:15:45;1672
2025-12-07 09:15:46;1672
2025-12-07 09:15:47;1672
2025-12-07 09:15:48;1672
2025-12-07 09:15:48;1672
2025-12-07 09:15:49;1672
2025-12-07 09:15:50;1677
2025-12-07 09:15:51;1674
2025-12-07 09:15:52;1674
2025-12-07 09:15:53;1675
2025-12-07 09:15:53;1675
2025-12-07 09:15:54;1675
2025-12-07 09:15:55;1675
2025-12-07 09:15:56;1675
2025-12-07 09:15:57;1675
2025-12-07 09:15:58;1675
2025-12-07 09:15:58;1675
2025-12-07 09:15:59;1675
2025-12-07 09:16:00;1675
2025-12-07 09:16:01;1675
2025-12-07 09:16:02;1675
2025-12-07 09:16:02;1675
2025-12-07 09:16:03;1670
2025-12-07 09:16:04;1671
2025-12-07 09:16:05;1671
2025-12-07 09:16:06;1671
2025-12-07 09:16:07;1671
2025-12-07 09:16:07;1671
2025-12-07 09:16:08;1671
2025-12-07 09:16:09;1671
2025-12-07 09:16:10;1671
2025-12-07 09:16:10;1671
2025-12-07 09:16:11;1671
2025-12-07 09:16:12;1671
2025-12-07 09:16:13;1671
2025-12-07 09:16:14;1671
2025-12-07 09:16:15;1671
2025-12-07 09:16:15;1671
2025-12-07 09:16:16;1671
2025-12-07 09:16:17;1671
2025-12-07 09:16:18;1671
2025-12-07 09:16:19;1671
2025-12-07 09:16:19;1671
2025-12-07 09:16:20;1671
2025-12-07 09:16:21;1671
2025-12-07 09:16:22;1671
2025-12-07 09:16:23;1671
2025-12-07 09:16:23;1671
2025-12-07 09:16:24;1671
2025-12-07 09:16:25;1671
2025-12-07 09:16:26;1671
2025-12-07 09:16:27;1671
2025-12-07 09:16:28;1671
2025-12-07 09:16:28;1671
2025-12-07 09:16:29;1671
2025-12-07 09:16:30;1671
2025-12-07 09:16:31;1671
2025-12-07 09:16:32;1671
2025-12-07 09:16:32;1671
2025-12-07 09:16:33;1671
2025-12-07 09:16:34;1671
2025-12-07 09:16:35;1671
2025-12-07 09:16:36;1671
2025-12-07 09:16:36;1671
2025-12-07 09:16:37;1671
2025-12-07 09:16:38;1671
2025-12-07 09:16:39;1671
2025-12-07 09:16:40;1671
2025-12-07 09:16:40;1671
2025-12-07 09:16:41;1671
2025-12-07 09:16:42;1671
2025-12-07 09:16:43;1671
2025-12-07 09:16:44;1671
2025-12-07 09:16:44;1671
2025-12-07 09:16:45;1671
2025-12-07 09:16:45;1671
2025-12-07 09:16:46;1671
2025-12-07 09:16:47;1671
2025-12-07 09:16:48;1671
2025-12-07 09:16:49;1671
2025-12-07 09:16:50;1671
2025-12-07 09:16:51;1671
2025-12-07 09:16:51;1671
2025-12-07 09:16:52;1733
2025-12-07 09:16:53;1733
2025-12-07 09:16:54;1733
2025-12-07 09:16:55;1733
2025-12-07 09:16:56;1733
2025-12-07 09:16:56;1733
2025-12-07 09:16:57;1733
2025-12-07 09:16:58;1733
2025-12-07 09:16:58;1733
---section---
